0	0.601652	-nan	47	-nan	-nan	nan	-1	-1	2
3266	0.601652	35.2263	47	0.749495	-0.00883498	0.0259838	-1	-1	3
3272	0.601652	42.1146	47	0.896055	-0.0567142	0.0244469	-1	-1	3
3274	0.601652	38.6615	47	0.822586	-0.0350966	0.0251076	-1	-1	3
3289	0.601652	43.6295	47	0.928287	0.015723	0.0267491	-1	-1	3
3290	0.601652	42.0353	47	0.894369	0.0383607	0.0275699	-1	-1	3
3294	0.601652	45.2125	47	0.961968	0.0208435	0.0269411	-1	-1	3
3296	0.601652	49.2791	47	1.04849	0.0307588	0.0272397	-1	-1	3
3299	0.601652	63.2771	47	1.34632	0.053298	0.0279964	-1	-1	3
3302	0.601652	38.6387	47	0.822101	0.00605191	0.0264489	-1	-1	3
3304	0.601652	50.0971	47	1.0659	0.0287741	0.0272668	-1	-1	3
3305	0.601652	42.59	47	0.906171	0.00593205	0.0264305	-1	-1	3
3309	0.601652	56.7595	47	1.20765	0.0394645	0.0274781	-1	-1	3
3312	0.601652	60.5596	47	1.2885	0.0363265	0.0273785	-1	-1	3
3313	0.601652	53.4782	47	1.13783	-0.00449782	0.0260849	-1	-1	3
3314	0.601652	48.9112	47	1.04066	-0.0189	0.025672	-1	-1	3
3320	0.601652	49.9853	47	1.06352	0.0149981	0.0267564	-1	-1	3
3322	0.601652	42.8127	47	0.910909	0.0375328	0.0274853	-1	-1	3
3323	0.601652	60.9776	47	1.2974	0.0171748	0.0268068	-1	-1	3
3324	0.601652	49.8853	47	1.06139	0.0126889	0.026627	-1	-1	3
3328	0.601652	59.1524	47	1.25856	-0.0366556	0.025049	-1	-1	3
3332	0.601652	29.9689	47	0.637635	0.00571638	0.0263685	-1	-1	3
3335	0.601652	53.2152	47	1.13224	-0.0154174	0.0257042	-1	-1	3
3338	0.601652	31.7508	47	0.675549	0.02221	0.0269512	-1	-1	3
3339	0.601652	41.4051	47	0.88096	0.0291667	0.0271943	-1	-1	3
3347	0.601652	55.2928	47	1.17644	0.105669	0.0298087	-1	-1	3
3352	0.601652	61.5907	47	1.31044	0.0683979	0.0284913	-1	-1	3
3355	0.601652	42.916	47	0.913106	0.0536167	0.0280032	-1	-1	3
3356	0.601652	44.6779	47	0.950593	0.00295788	0.0262934	-1	-1	3
3359	0.601652	25.9151	47	0.551384	0.00713797	0.0264668	-1	-1	3
3362	0.601652	42.105	47	0.895852	0.0184653	0.0268933	-1	-1	3
3364	0.601652	39.4832	47	0.840068	-0.00973941	0.0259824	-1	-1	3
3365	0.601652	42.4535	47	0.903266	0.0125123	0.0267042	-1	-1	3
3367	0.601652	56.2923	47	1.19771	0.0496316	0.0278823	-1	-1	3
3369	0.601652	52.5462	47	1.118	0.0388125	0.027511	-1	-1	3
3372	0.601652	70.7875	47	1.50612	0.00404448	0.0263414	-1	-1	3
3376	0.601652	52.979	47	1.12721	0.0331993	0.0273122	-1	-1	3
3379	0.601652	40.4702	47	0.861068	0.0385158	0.0274271	-1	-1	3
3383	0.601652	56.7993	47	1.2085	0.0192269	0.026902	-1	-1	3
3388	0.601652	48.3904	47	1.02958	-0.0454681	0.0248221	-1	-1	3
3389	0.601652	52.6048	47	1.11925	-0.0071654	0.0260378	-1	-1	3
3397	0.601652	62.9268	47	1.33887	-0.0229325	0.0254841	-1	-1	3
3398	0.601652	43.653	47	0.928786	-0.0339422	0.0251121	-1	-1	3
3406	0.601652	42.4808	47	0.903847	0.0656878	0.0285001	-1	-1	3
3411	0.601652	38.1285	47	0.811245	0.0873766	0.029231	-1	-1	3
3413	0.601652	44.1318	47	0.938974	0.055204	0.0280908	-1	-1	3
3416	0.601652	41.7441	47	0.888173	0.0284778	0.027326	-1	-1	3
3417	0.601652	43.2308	47	0.919804	0.021007	0.0269936	-1	-1	3
3421	0.601652	72.0735	47	1.53348	0.0628369	0.0283832	-1	-1	3
3424	0.601652	48.0006	47	1.02129	0.080666	0.0291465	-1	-1	3
3432	0.601652	43.6239	47	0.928168	0.0556643	0.0281579	-1	-1	3
3433	0.601652	47.513	47	1.01091	0.0195683	0.0269652	-1	-1	3
3434	0.601652	32.1886	47	0.684863	0.0503529	0.027936	-1	-1	3
3435	0.601652	42.1359	47	0.896508	0.029819	0.0273013	-1	-1	3
3446	0.601652	26.5457	47	0.564802	-0.0119456	0.0258979	-1	-1	3
3448	0.601652	39.8147	47	0.847121	-0.0178306	0.0257515	-1	-1	3
3450	0.601652	55.6976	47	1.18506	0.0114053	0.0266676	-1	-1	3
3452	0.601652	30.1033	47	0.640496	0.00209443	0.0264007	-1	-1	3
3457	0.601652	56.5009	47	1.20215	0.0420336	0.0276474	-1	-1	3
3459	0.601652	65.3145	47	1.38967	0.0361861	0.0273869	-1	-1	3
3471	0.601652	55.2859	47	1.1763	-0.00906305	0.025976	-1	-1	3
3475	0.601652	42.3406	47	0.900863	-0.00855797	0.0260297	-1	-1	3
3478	0.601652	31.9166	47	0.679078	0.125062	0.0304893	-1	-1	3
3487	0.601652	33.2389	47	0.70721	0.0668901	0.0285515	-1	-1	3
3490	0.601652	38.7149	47	0.823722	0.0818253	0.0289644	-1	-1	3
3492	0.601652	52.2184	47	1.11103	0.000760355	0.0264114	-1	-1	3
3494	0.601652	63.3152	47	1.34713	0.108505	0.0299066	-1	-1	3
3505	0.601652	46.7587	47	0.994866	0.0729689	0.0286734	-1	-1	3
3506	0.601652	45.5794	47	0.969774	-0.0161467	0.0257886	-1	-1	3
3508	0.601652	47.3174	47	1.00675	0.0478094	0.0279157	-1	-1	3
3513	0.601652	46.2325	47	0.983671	0.0381431	0.0275993	-1	-1	3
3516	0.601652	73.9478	47	1.57336	0.0164446	0.0268163	-1	-1	3
3519	0.601652	72.4831	47	1.54219	0.026495	0.027166	-1	-1	3
3520	0.601652	41.0357	47	0.8731	-0.0284246	0.0254057	-1	-1	3
3522	0.601652	49.4491	47	1.05211	-0.0292694	0.0253438	-1	-1	3
3531	0.601652	49.3839	47	1.05072	-0.0258438	0.0254897	-1	-1	3
3534	0.601652	52.9259	47	1.12608	-0.0242164	0.0254437	-1	-1	3
3536	0.601652	38.3012	47	0.814919	-0.0267502	0.0254246	-1	-1	3
3539	0.601652	89.3454	47	1.90097	0.100587	0.0297115	-1	-1	3
3545	0.601652	43.1161	47	0.917363	0.0685417	0.0286127	-1	-1	3
3551	0.601652	62.4469	47	1.32866	0.0987272	0.0296275	-1	-1	3
3552	0.601652	55.4092	47	1.17892	0.00188118	0.0263919	-1	-1	3
3565	0.601652	52.0063	47	1.10652	-0.024758	0.0255956	-1	-1	3
3576	0.601652	18.4155	47	0.39182	-0.00354594	0.0262103	-1	-1	3
3578	0.601652	33.6651	47	0.716278	0.0100468	0.0265826	-1	-1	3
3579	0.601652	55.4655	47	1.18012	-0.0130354	0.0258838	-1	-1	3
3582	0.601652	45.6004	47	0.97022	-0.00705603	0.026052	-1	-1	3
3583	0.601652	42.4163	47	0.902475	0.0478443	0.0278656	-1	-1	3
3584	0.601652	51.2314	47	1.09003	0.00745511	0.0265159	-1	-1	3
3585	0.601652	57.9235	47	1.23242	-0.00766311	0.0260082	-1	-1	3
3591	0.601652	35.9285	47	0.764437	-0.0121619	0.0259338	-1	-1	3
3592	0.601652	53.2548	47	1.13308	-0.0438761	0.0249188	-1	-1	3
3594	0.601652	38.322	47	0.815362	0.0254273	0.0270981	-1	-1	3
3597	0.601652	56.3947	47	1.19989	-0.00865389	0.0260118	-1	-1	3
3616	0.601652	46.5495	47	0.990415	0.0316456	0.0273875	-1	-1	3
3619	0.601652	39.6313	47	0.84322	0.0759066	0.0288774	-1	-1	3
3628	0.601652	42.6216	47	0.906842	-0.00355641	0.0262384	-1	-1	3
3632	0.601652	36.9903	47	0.787028	-0.00216897	0.0262027	-1	-1	3
3636	0.601652	44.351	47	0.943638	0.0191475	0.026969	-1	-1	3
3637	0.601652	49.7094	47	1.05765	0.0329343	0.0273716	-1	-1	3
3639	0.601652	64.1018	47	1.36387	-0.0137016	0.0259196	-1	-1	3
3643	0.601652	62.8822	47	1.33792	-0.000626045	0.0263088	-1	-1	3
3657	0.601652	44.5616	47	0.948119	0.0518868	0.0280653	-1	-1	3
3659	0.601652	57.8458	47	1.23076	0.112157	0.0301974	-1	-1	3
3666	0.601652	49.0455	47	1.04352	0.044697	0.0277963	-1	-1	3
3673	0.601652	37.9667	47	0.807803	0.0108431	0.026722	-1	-1	3
3675	0.601652	47.0002	47	1	0.0667561	0.0285279	-1	-1	3
3679	0.601652	39.8413	47	0.847688	0.0233625	0.0270232	-1	-1	3
3685	0.601652	43.3484	47	0.922307	0.0134897	0.0266751	-1	-1	3
3686	0.601652	32.0242	47	0.681367	0.0268787	0.0272226	-1	-1	3
3687	0.601652	42.2253	47	0.898411	0.00990804	0.0266523	-1	-1	3
3694	0.601652	45.8091	47	0.974663	-0.0221744	0.0255701	-1	-1	3
3697	0.601652	57.0604	47	1.21405	0.00638473	0.0264653	-1	-1	3
3711	0.601652	43.2738	47	0.920719	0.00179389	0.0263603	-1	-1	3
3724	0.601652	49.452	47	1.05217	0.049633	0.0279177	-1	-1	3
3734	0.601652	71.7448	47	1.52649	0.0329422	0.0274077	-1	-1	3
3735	0.601652	66.9378	47	1.42421	0.044011	0.0277759	-1	-1	3
3737	0.601652	40.5979	47	0.863785	0.0222631	0.0270229	-1	-1	3
3747	0.601652	44.8258	47	0.95374	-0.000177893	0.0262992	-1	-1	3
3760	0.601652	48.4594	47	1.03105	0.0843202	0.0292208	-1	-1	3
3764	0.601652	36.2195	47	0.770627	0.0791959	0.0289581	-1	-1	3
3769	0.601652	54.5708	47	1.16108	0.101542	0.0297091	-1	-1	3
3770	0.601652	62.698	47	1.334	0.0315712	0.0274143	-1	-1	3
3772	0.601652	41.361	47	0.880022	0.0713332	0.0287134	-1	-1	3
3773	0.601652	52.8641	47	1.12477	0.0435899	0.0278127	-1	-1	3
3782	0.601652	51.9481	47	1.10528	-0.0137693	0.0259224	-1	-1	3
3789	0.601652	34.7013	47	0.738325	-0.00696066	0.0261442	-1	-1	3
3795	0.601652	46.7744	47	0.995199	-0.0339403	0.0251887	-1	-1	3
3797	0.601652	49.0188	47	1.04295	0.0420942	0.0276769	-1	-1	3
3800	0.601652	38.8712	47	0.827048	0.0449971	0.0278326	-1	-1	3
3805	0.601652	41.3307	47	0.879378	0.0918802	0.0293671	-1	-1	3
3812	0.601652	40.7704	47	0.867455	0.0510655	0.0280026	-1	-1	3
3818	0.601652	50.2712	47	1.0696	0.0405946	0.0276411	-1	-1	3
3819	0.601652	43.68	47	0.929362	0.0893761	0.02924	-1	-1	3
3824	0.601652	37.7559	47	0.803318	0.0296247	0.0273201	-1	-1	3
3825	0.601652	47.2313	47	1.00492	0.0413675	0.0277226	-1	-1	3
3827	0.601652	50.3898	47	1.07212	-0.00547717	0.0261533	-1	-1	3
3828	0.601652	44.0768	47	0.937805	0.0283684	0.0272535	-1	-1	3
3832	0.601652	43.269	47	0.920617	0.0919263	0.0293118	-1	-1	3
3833	0.601652	45.4286	47	0.966565	0.0280174	0.0271756	-1	-1	3
3840	0.601652	65.7337	47	1.39859	0.00315751	0.0266169	-1	-1	3
3847	0.601652	46.1531	47	0.981982	-0.0355578	0.0254108	-1	-1	3
3890	0.601652	55.1012	47	1.17237	-0.0250252	0.0257478	-1	-1	3
3925	0.601652	44.6019	47	0.948976	0.0177721	0.0270702	-1	-1	3
3932	0.601652	48.6497	47	1.0351	0.00892413	0.0267493	-1	-1	3
3993	0.601652	50.6142	47	1.0769	-0.00496965	0.0264399	-1	-1	3
4029	0.601652	65.3164	47	1.38971	-0.0149224	0.0260212	-1	-1	3
4031	0.601652	63.1187	47	1.34295	-0.0120248	0.026051	-1	-1	3
4056	0.601652	42.5191	47	0.904662	-0.03717	0.0252464	-1	-1	3
4066	0.601652	46.0436	47	0.979652	-0.0133206	0.0261325	-1	-1	3
4078	0.601652	35.2689	47	0.750402	-0.0694733	0.0242453	-1	-1	3
4103	0.601652	48.3922	47	1.02962	0.0100585	0.0267995	-1	-1	3
4141	0.601652	43.9505	47	0.935117	0.0247089	0.0273271	-1	-1	3
4149	0.601652	44.7454	47	0.952031	0.023265	0.0272795	-1	-1	3
4161	0.601652	36.9728	47	0.786655	0.0262622	0.0273326	-1	-1	3
4168	0.601652	51.422	47	1.09408	-0.000312831	0.0264329	-1	-1	3
4170	0.601652	55.7311	47	1.18577	-0.0628798	0.0245151	-1	-1	3
4178	0.601652	58.3021	47	1.24047	-0.025732	0.0256205	-1	-1	3
4203	0.601652	43.3853	47	0.923092	0.00629582	0.0266481	-1	-1	3
4213	0.601652	39.482	47	0.840042	0.0232556	0.0272463	-1	-1	3
4214	0.601652	45.977	47	0.978233	-0.0218451	0.0258507	-1	-1	3
4225	0.601652	42.7028	47	0.908571	0.0358794	0.027616	-1	-1	3
4234	0.601652	52.8945	47	1.12541	-0.0728196	0.0241649	-1	-1	3
