95	B9	22198
95	B10	22199
95	B10	22200
95	B11	22201
95	B12	22202
95	A1	22203
95	A2	22204
95	A3	22205
95	A4	22206
95	A5	22207
95	A6	22208
95	A7	22209
95	A8	22210
95	A9	22211
95	A10	22212
95	A11	22213
95	A12	22214
102	A1	22534
102	A2	22535
102	A3	22536
102	A4	22537
102	A5	22538
102	A6	22539
102	A7	22540
102	A8	22541
102	A9	22542
102	A10	22543
102	A11	22544
102	A12	22545
102	B1	22546
102	B2	22547
102	B3	22548
102	B4	22549
102	B5	22550
102	B6	22551
102	B7	22552
102	B8	22553
102	B9	22554
102	B10	22555
102	B11	22556
102	B12	22557
103	B1	22558
103	B2	22559
103	B3	22560
103	B4	22561
103	B5	22562
103	B6	22563
103	B7	22564
103	B8	22565
103	B9	22566
103	B10	22567
103	B11	22568
103	B12	22569
103	A1	22570
103	A2	22571
103	A3	22572
103	A4	22573
103	A5	22574
103	A6	22575
103	A7	22576
103	A8	22577
103	A9	22578
103	A10	22579
103	A11	22580
103	A12	22581
104	B1	22583
104	B2	22584
104	B3	22585
104	B4	22586
104	B5	22587
104	B6	22588
104	B7	22589
104	B8	22590
104	B9	22591
104	B10	22592
104	B11	22593
104	B12	22594
104	A1	22595
104	A2	22596
104	A3	22597
104	A4	22598
104	A5	22599
104	A6	22600
104	A7	22601
104	A8	22602
104	A9	22603
104	A10	22604
104	A11	22605
104	A12	22606
105	A1	22607
105	A2	22608
105	A3	22609
105	A4	22610
105	A5	22611
105	A6	22612
105	A7	22613
105	A8	22614
105	A9	22615
105	A10	22616
105	A11	22617
105	A12	22618
105	B1	22619
105	B2	22620
105	B3	22621
105	B4	22622
105	B5	22623
105	B6	22624
105	B7	22625
105	B8	22626
105	B9	22627
105	B10	22628
105	B11	22629
105	B12	22630
106	A1	22631
106	A2	22632
106	A3	22633
106	A4	22634
106	A5	22635
106	A6	22636
106	A7	22637
106	A8	22638
106	A9	22639
106	A10	22640
106	A11	22641
106	A12	22642
106	B1	22643
106	B2	22644
106	B3	22645
106	B4	22646
106	B5	22647
106	B6	22648
106	B7	22649
106	B8	22650
106	B9	22651
106	B10	22652
106	B11	22653
106	B12	22654
108	B1	22683
108	B2	22684
108	B3	22685
108	B4	22686
108	B5	22687
108	B6	22688
108	B7	22689
108	B8	22690
108	B9	22691
108	B10	22692
108	B11	22693
108	B12	22694
108	A1	22695
108	A2	22696
108	A3	22697
108	A4	22698
108	A5	22699
108	A6	22700
108	A7	22701
108	A8	22702
108	A9	22703
108	A10	22704
108	A11	22705
108	A12	22706
109	B1	22708
109	B2	22709
109	B3	22710
109	B4	22711
109	B5	22712
109	B6	22713
109	B7	22714
109	B8	22715
109	B9	22716
109	B10	22717
109	B11	22718
109	B12	22719
109	A1	22720
109	A2	22721
109	A3	22722
109	A4	22723
109	A5	22724
109	A6	22725
109	A7	22726
109	A8	22727
109	A9	22728
109	A10	22729
109	A11	22730
109	A12	22731
114	B1	22899
114	B2	22900
114	B3	22901
114	B4	22902
114	B5	22903
114	B6	22904
114	B7	22905
114	B8	22906
114	B9	22907
114	B10	22908
114	B11	22909
114	B12	22910
114	A1	22911
114	A2	22912
114	A3	22913
114	A4	22914
114	A5	22915
114	A6	22916
114	A7	22917
114	A8	22918
114	A9	22919
114	A10	22920
114	A11	22921
114	A12	22922
116	A1	23018
116	A2	23019
116	A3	23020
116	A4	23021
116	A5	23024
116	A6	23025
116	A7	23026
116	A8	23027
116	A9	23028
116	A10	23029
116	A11	23030
116	A12	23031
116	B1	23032
116	B2	23033
116	B3	23034
116	B4	23035
116	B5	23036
116	B6	23037
116	B7	23038
116	B8	23039
116	B9	23040
116	B10	23041
116	B11	23042
116	B12	23043
118	B1	23089
118	B2	23090
118	B3	23091
118	B4	23092
118	B5	23093
118	B6	23094
118	B7	23095
118	B8	23096
118	B9	23097
118	B10	23098
118	B11	23099
118	B12	23100
118	A1	23101
118	A2	23102
118	A3	23103
118	A4	23104
118	A5	23105
118	A6	23106
118	A7	23107
118	A8	23108
118	A9	23109
118	A10	23110
118	A11	23111
118	A12	23112
119	B1	23113
119	B2	23114
119	B3	23115
119	B4	23116
119	B5	23117
119	B6	23118
119	B7	23119
119	B8	23120
119	B9	23121
119	B10	23122
119	B11	23123
119	B12	23124
119	A1	23125
119	A2	23126
119	A3	23127
119	A4	23128
119	A5	23129
119	A6	23130
119	A7	23131
119	A8	23133
119	A9	23134
119	A10	23135
119	A11	23136
119	A12	23137
120	B1	23138
120	B2	23139
120	B3	23140
120	B4	23141
120	B5	23142
120	B6	23143
120	B7	23144
120	B8	23145
120	B9	23146
120	B10	23147
120	B11	23148
120	B12	23149
120	A1	23150
120	A2	23151
120	A3	23152
120	A4	23153
120	A5	23154
120	A6	23155
120	A7	23156
120	A8	23157
120	A9	23158
120	A10	23159
120	A11	23160
120	A12	23161
